20171206082529.csv,818,850,817,512,56,282,488,56,273,1.5172794117647068,75.04834761321911,75.62377049180331,97.20535714285715,1.3368852459016405,3.089285714285714,69.49635036496346,854.3000000000008,817
20171207070919.csv,1010,1008,1007,791,54,164,790,54,163,1.4759478672985806,71.75451837140015,71.14784810126586,94.86851851851853,1.3407594936708904,3.453703703703704,67.3115151515152,1246.700000000002,1007
20171208074844.csv,1004,1003,998,678,74,235,677,74,234,1.3078766772508454,72.1183173784978,72.06044199522783,91.9554054054054,1.2250539711396442,3.108108108108108,137.0737671232877,1220.0000000000005,998
20171209071154.csv,1063,1105,1062,673,4,373,655,4,351,1.1785105637912934,66.52392399267401,68.12300352319434,74.125,1.1768349970640057,1.875,127.845255687342,972.0000000000017,1062
20171210074113.csv,978,977,943,532,3,441,531,3,441,1.4891385767790273,71.82399999999998,75.44576271186432,81.06666666666666,1.4860640301318278,2.0333333333333337,67.39796839729117,798.2000000000006,943
20171211080427.csv,1008,1002,998,389,69,511,388,69,511,1.505160466812546,71.01299666645963,72.32268041237114,93.99710144927533,1.3734106529209624,3.175362318840581,136.10163590237073,885.9000000000001,998
20171212063945.csv,1005,1037,1004,675,109,248,672,109,221,1.391101152368758,72.93552104208413,74.2066964285714,85.20183486238535,1.2765625000000016,3.1944954128440357,139.4813824884793,1408.7000000000003,1004
20171213071716.csv,1002,1001,1000,628,50,324,627,50,323,1.5283604135893651,73.5358999999999,74.88787878787883,95.56199999999997,1.3883572567783105,3.2840000000000016,67.57098765432104,1040.2000000000003,1000
20171214074455.csv,1002,1035,999,558,70,376,557,77,345,1.9271841219209642,83.88047668088866,81.3406104129264,106.45357142857145,1.5595062836624776,7.267142857142857,142.97283236994215,1166.1999999999998,999
20171215070555.csv,867,909,867,517,59,320,484,54,319,1.3739033457249084,74.84404102898077,77.9109090909091,100.75000000000003,1.2575000000000012,3.6944444444444438,138.36226534753928,997.3000000000017,867
20171216083758.csv,921,921,920,500,11,411,499,11,410,1.5560784313725502,71.44141304347828,73.68517034068138,80.52727272727273,1.5418837675350712,2.1999999999999997,68.46682926829267,798.4000000000005,920
20171217091521.csv,877,885,877,487,6,333,484,6,330,1.256743644826353,67.17308696052058,68.03131796433235,87.03333333333332,1.2511073655212424,2.2666666666666666,131.07158280316173,734.400000000001,877
20171218065803.csv,1021,1012,1011,597,58,358,596,58,357,1.609021406727831,75.1423343224529,75.71812080536908,97.18275862068967,1.4387583892617477,3.358620689655172,70.41830601092902,1053.3000000000015,1011
20171219080809.csv,1131,1151,1130,572,67,456,571,67,438,1.3712585626378737,72.52183484573507,72.31092381786341,103.88507462686566,1.2548420574690282,3.6194029850746263,142.5816849816849,1103.9000000000005,1130
20171220075909.csv,1023,1026,1021,498,51,418,497,52,418,1.5090162574651638,73.05607499088715,73.62954765630826,85.52647058823527,1.4157332886206133,5.484313725490195,138.81012773722628,965.700000000001,1021
20171221074828.csv,1078,1080,1075,507,67,438,506,67,436,1.286431064572426,72.71690476190481,72.57002635046115,100.84179104477609,1.1795783926218713,3.1701492537313434,141.84980647539464,963.3000000000003,1075
20171223082919.csv,986,992,984,352,0,513,347,0,513,1.1598691549688578,69.4509401387329,70.05093838569078,0,1.1598691549688578,0,137.5322936867054,605.6000000000001,984
20171224091209.csv,887,923,885,611,5,302,610,5,271,1.314146341463417,72.44143835616431,73.43250414593693,96.5,1.3052459016393463,2.4,69.7626865671642,819.6000000000014,885
20171225073753.csv,1071,1088,1070,459,55,503,458,56,491,1.387768031189084,74.6498866213152,75.59612865300642,93.98454545454547,1.2770104131676192,4.779999999999999,143.3357334047109,885.9999999999999,1070
20171226072139.csv,1066,1084,1063,636,71,349,635,71,334,1.3194512871043242,73.13756650901578,73.24655597398149,102.42253521126761,1.2202122560766868,3.366197183098591,139.95676975945008,1151.2000000000014,1063
20171227071439.csv,1043,1078,1039,581,51,418,580,52,386,1.3845231234692408,75.15159220261812,76.08091543513956,86.41960784313726,1.2836576354679803,5.519607843137255,144.43610924932975,1089.3000000000002,1039
20171228074354.csv,1016,1019,1015,554,46,398,553,46,397,1.5810649327827093,77.61832899283817,80.50184638812217,104.2217391304348,1.491377177120016,3.6869565217391296,146.73310303030297,945.6000000000014,1015
20171229082611.csv,1150,1152,1148,532,88,462,531,88,461,1.411085241851183,77.53685403986154,78.48350227096488,107.14545454545458,1.2872604408995243,3.1988636363636362,146.6104058300108,1135.1999999999998,1148
20171230112956.csv,824,825,821,512,45,235,511,45,235,1.399400479616307,75.3004083949894,75.85604370515335,88.3888888888889,1.3686236138290933,2.4644444444444438,145.2597569444444,1166.9,821
